stock_code,corp_code,corp_name,배당락일,지불일,배당,다음배당락일,다음지불일
139480,872984,이마트,20221231,20230421,2000,20231231,20240420
47050,124504,포스코인터내셔널,20181231,20190405,600,20191231,20200429
47050,124504,포스코인터내셔널,20191231,20200429,700,20201231,20210414
47050,124504,포스코인터내셔널,20201231,20210414,700,20211231,20220420
47050,124504,포스코인터내셔널,20211231,20220420,800,20221231,20230419
47050,124504,포스코인터내셔널,20221231,20230419,1000,20231231,20240418
15760,159193,한국전력공사,20181231,20230000,0,20191231,20230000
15760,159193,한국전력공사,20191231,20230000,0,20201231,20210421
15760,159193,한국전력공사,20201231,20210421,1216,20211231,20230000
15760,159193,한국전력공사,20211231,20230000,0,20221231,20230000
15760,159193,한국전력공사,20221231,20230000,0,20231231,20310101
280360,1258507,롯데웰푸드,20201231,20210422,1600,20211231,20220422
280360,1258507,롯데웰푸드,20211231,20220422,1600,20221231,20230421
280360,1258507,롯데웰푸드,20221231,20230421,2300,20181231,20190426
280360,1258507,롯데웰푸드,20181231,20190426,1300,20191231,20200424
280360,1258507,롯데웰푸드,20191231,20200424,1300,20201230,20210424
20150,113997,롯데에너지머티리얼즈,20221231,20230420,300,20181231,20230000
20150,113997,롯데에너지머티리얼즈,20181231,20230000,0,20191231,20200424
20150,113997,롯데에너지머티리얼즈,20191231,20200424,50,20201231,20210415
20150,113997,롯데에너지머티리얼즈,20201231,20210415,200,20211231,20220415
20150,113997,롯데에너지머티리얼즈,20211231,20220415,300,20221231,20230415
192820,1009789,코스맥스,20181231,20190404,600,20191231,20200409
192820,1009789,코스맥스,20191231,20200409,900,20201231,20230000
192820,1009789,코스맥스,20201231,20230000,0,20211231,20220407
192820,1009789,코스맥스,20211231,20220407,550,20221231,20230407
5300,120571,롯데칠성음료,20181231,20190426,27000,20191231,20200424
5300,120571,롯데칠성음료,20191231,20200424,2700,20201231,20210422
5300,120571,롯데칠성음료,20201231,20210422,2700,20211231,20220422
5300,120571,롯데칠성음료,20211231,20220422,3000,20221231,20230421
5300,120571,롯데칠성음료,20221231,20230421,3300,20231231,20240420
4370,108241,농심,20181231,20190415,4000,20191231,20200420
4370,108241,농심,20191231,20200420,4000,20201231,20210426
4370,108241,농심,20201231,20210426,4000,20211231,20220425
4370,108241,농심,20211231,20220425,4000,20221231,20230424
4370,108241,농심,20221231,20230424,5000,20231231,20240423
69260,426086,티케이지휴켐스,20181231,20190419,1200,20191231,20200424
69260,426086,티케이지휴켐스,20191231,20200424,1000,20201231,20210423
69260,426086,티케이지휴켐스,20201231,20210423,1000,20211231,20220422
69260,426086,티케이지휴켐스,20211231,20220422,1000,20221231,20230421
69260,426086,티케이지휴켐스,20221231,20230421,1000,20231231,20240420
316140,1350869,우리금융지주,20191231,20200410,700,20201231,20210413
316140,1350869,우리금융지주,20201231,20210413,360,20210730,20210819
316140,1350869,우리금융지주,20210730,20210819,150,20211231,20220414
316140,1350869,우리금융지주,20211231,20220414,750,20220630,20220811
316140,1350869,우리금융지주,20220630,20220811,150,20221231,20230414
316140,1350869,우리금융지주,20221231,20230414,980,20230703,20231015
11170,165413,롯데케미칼,20181231,20190426,10500,20191231,20200424
11170,165413,롯데케미칼,20191231,20200424,6700,20201231,20210422
11170,165413,롯데케미칼,20201231,20210422,3600,20211231,20220422
11170,165413,롯데케미칼,20211231,20220422,8300,20221231,20230428
11170,165413,롯데케미칼,20221231,20230428,3500,20231231,20240427
251270,904672,넷마블,20181231,20230000,0,20191231,20230000
251270,904672,넷마블,20191231,20230000,0,20201231,20210409
251270,904672,넷마블,20201231,20210409,767,20211231,20220411
251270,904672,넷마블,20211231,20220411,528,20221231,20230411
3670,155276,포스코퓨처엠,20211231,20220420,300,20221231,20230419
3670,155276,포스코퓨처엠,20221231,20230419,300,20181231,20190417
3670,155276,포스코퓨처엠,20181231,20190417,400,20191231,20200428
3670,155276,포스코퓨처엠,20191231,20200428,400,20201231,20210414
3670,155276,포스코퓨처엠,20201231,20210414,300,20220101,20220415
10120,105855,엘에스일렉트릭,20181231,20190411,1200,20191231,20200409
10120,105855,엘에스일렉트릭,20191231,20200409,1200,20201231,20210408
10120,105855,엘에스일렉트릭,20201231,20210408,1100,20211231,20220407
10120,105855,엘에스일렉트릭,20211231,20220407,1000,20221231,20230406
10120,105855,엘에스일렉트릭,20221231,20230406,1100,20231231,20240405
6040,118026,동원산업,20181231,20190412,3000,20191231,20200421
6040,118026,동원산업,20191231,20200421,2000,20201231,20210423
6040,118026,동원산업,20201231,20210423,5000,20211231,20220422
6040,118026,동원산업,20211231,20220422,5000,20221231,20230418
6040,118026,동원산업,20221231,20230418,1100,20231231,20240417
4490,133858,세방전지,20181231,20190410,500,20191231,20200408
4490,133858,세방전지,20191231,20200408,500,20201231,20210414
4490,133858,세방전지,20201231,20210414,500,20211231,20220413
4490,133858,세방전지,20211231,20220413,600,20221231,20230405
4490,133858,세방전지,20221231,20230405,600,20231231,20240404
9830,162461,한화솔루션,20181231,20190405,200,20191231,20200402
9830,162461,한화솔루션,20191231,20200402,200,20201231,20230000
9830,162461,한화솔루션,20201231,20230000,0,20211231,20230000
9830,162461,한화솔루션,20211231,20230000,0,20181231,20190405
9830,162461,한화솔루션,20181231,20190405,200,20191231,20200402
9830,162461,한화솔루션,20191231,20200402,200,20201231,20230000
9830,162461,한화솔루션,20201231,20230000,0,20211231,20230000
9830,162461,한화솔루션,20211231,20230000,0,20221231,20310101
880,160588,한화,20181231,20190405,700,20191231,20200403
880,160588,한화,20191231,20200403,700,20201231,20210407
880,160588,한화,20201231,20210407,700,20211231,20220408
880,160588,한화,20211231,20220408,750,20221231,20230407
880,160588,한화,20221231,20230407,750,20231231,20240406
42660,111704,대우조선해양,20181231,20230000,0,20191231,20230000
42660,111704,대우조선해양,20191231,20230000,0,20201231,20230000
42660,111704,대우조선해양,20201231,20230000,0,20211231,20230000
42660,111704,대우조선해양,20211231,20230000,0,20221231,20310101
10130,102858,고려아연,20181231,20190329,11000,20191231,20200331
10130,102858,고려아연,20191231,20200331,14000,20201231,20210401
10130,102858,고려아연,20201231,20210401,15000,20211231,20220401
10130,102858,고려아연,20211231,20220401,20000,20221231,20230330
10130,102858,고려아연,20221231,20230330,20000,20231231,20240329
10140,126478,삼성중공업,20181231,20230000,0,20191231,20230000
10140,126478,삼성중공업,20191231,20230000,0,20201231,20230000
10140,126478,삼성중공업,20201231,20230000,0,20211231,20230000
10140,126478,삼성중공업,20211231,20230000,0,20221231,20310101
28260,149655,삼성물산,20181231,20190419,2000,20191231,20200417
28260,149655,삼성물산,20191231,20200417,2000,20201231,20210416
28260,149655,삼성물산,20201231,20210416,2300,20211231,20220415
28260,149655,삼성물산,20211231,20220415,4200,20221231,20230414
28260,149655,삼성물산,20221231,20230414,2300,20231231,20240413
2790,154462,아모레퍼시픽그룹,20181231,20190412,310,20191231,20200417
2790,154462,아모레퍼시픽그룹,20191231,20200417,300,20201231,20210416
2790,154462,아모레퍼시픽그룹,20201231,20210416,230,20211231,20220422
2790,154462,아모레퍼시픽그룹,20211231,20220422,450,20221231,20230414
2790,154462,아모레퍼시픽그룹,20221231,20230414,205,20181231,20190412
2790,154462,아모레퍼시픽그룹,20181231,20190412,310,20191231,20200417
2790,154462,아모레퍼시픽그룹,20191231,20200417,300,20201231,20210416
2790,154462,아모레퍼시픽그룹,20201231,20210416,230,20211231,20220422
2790,154462,아모레퍼시픽그룹,20211231,20220422,450,20221231,20230414
2790,154462,아모레퍼시픽그룹,20221231,20230414,205,20231231,20240413
90430,583424,아모레퍼시픽,20181231,20190412,1180,20191231,20200417
90430,583424,아모레퍼시픽,20191231,20200417,1000,20201231,20210416
90430,583424,아모레퍼시픽,20201231,20210416,800,20211231,20220422
90430,583424,아모레퍼시픽,20211231,20220422,980,20221231,20230414
90430,583424,아모레퍼시픽,20221231,20230414,680,20231231,20240413
138930,858364,BNK금융지주,20181231,20190409,300,20191231,20200331
138930,858364,BNK금융지주,20191231,20200331,360,20201231,20210407
138930,858364,BNK금융지주,20201231,20210407,320,20211231,20220406
138930,858364,BNK금융지주,20211231,20220406,560,20221231,20230330
138930,858364,BNK금융지주,20221231,20230330,625,20231231,20240329
271940,972503,일진하이솔루스,20211231,20230000,0,20211231,20230000
1440,113207,대한전선,20181231,20230000,0,20191231,20230000
1440,113207,대한전선,20191231,20230000,0,20201231,20230000
1440,113207,대한전선,20201231,20230000,0,20211231,20230000
1440,113207,대한전선,20211231,20230000,0,20221231,20230000
1440,113207,대한전선,20221231,20230000,0,20231231,20310101
14820,132637,동원시스템즈,20181231,20190412,500,20191231,20200421
14820,132637,동원시스템즈,20191231,20200421,500,20201231,20210416
14820,132637,동원시스템즈,20201231,20210416,600,20211231,20220421
14820,132637,동원시스템즈,20211231,20220421,600,20221231,20230421
14820,132637,동원시스템즈,20221231,20230421,600,20231231,20240420
192080,1010110,더블유게임즈,20181231,20190419,350,20191231,20200420
192080,1010110,더블유게임즈,20191231,20200420,350,20201231,20210419
192080,1010110,더블유게임즈,20201231,20210419,350,20211231,20220415
192080,1010110,더블유게임즈,20211231,20220415,700,20221231,20230414
192080,1010110,더블유게임즈,20221231,20230414,600,20231231,20240413
9420,162586,한올바이오파마,20191231,20230000,0,20201231,20230000
9420,162586,한올바이오파마,20201231,20230000,0,20211231,20230000
9420,162586,한올바이오파마,20211231,20230000,0,20221231,20310101
10620,164609,현대미포조선,20181231,20190424,700,20191231,20200416
10620,164609,현대미포조선,20191231,20200416,350,20201231,20230000
10620,164609,현대미포조선,20201231,20230000,0,20211231,20230000
10620,164609,현대미포조선,20211231,20230000,0,20221231,20230000
10620,164609,현대미포조선,20221231,20230000,0,20231231,20310101
9900,173078,명신산업,20201231,20230000,0,20211231,20230000
9900,173078,명신산업,20211231,20230000,0,20221231,20230000
9900,173078,명신산업,20221231,20230000,0,20231231,20310101
128940,828497,한미약품,20181231,20190412,500,20191231,20200402
128940,828497,한미약품,20191231,20200402,500,20201231,20210402
128940,828497,한미약품,20201231,20210402,500,20211231,20220405
128940,828497,한미약품,20211231,20220405,500,20221231,20230405
128940,828497,한미약품,20221231,20230405,500,20231231,20240404
111770,776820,영원무역,20181231,20190412,350,20191231,20200410
111770,776820,영원무역,20191231,20200410,400,20201231,20210416
111770,776820,영원무역,20201231,20210416,500,20211231,20220413
111770,776820,영원무역,20211231,20220413,1000,20221231,20230413
111770,776820,영원무역,20221231,20230413,1530,20231231,20240412
20560,138792,아시아나항공,20181231,20230000,0,20191231,20230000
20560,138792,아시아나항공,20191231,20230000,0,20201231,20230000
20560,138792,아시아나항공,20201231,20230000,0,20211231,20230000
20560,138792,아시아나항공,20211231,20230000,0,20221231,20310101
47040,124540,대우건설,20181231,20230000,0,20191231,20230000
47040,124540,대우건설,20191231,20230000,0,20201231,20230000
47040,124540,대우건설,20201231,20230000,0,20211231,20230000
47040,124540,대우건설,20211231,20230000,0,20221231,20230000
47040,124540,대우건설,20221231,20230000,0,20231231,20310101
88350,113058,한화생명,20201229,20210330,30,20191227,20200331
88350,113058,한화생명,20191227,20200331,30,20181227,20190402
88350,113058,한화생명,20181227,20190402,100,20171227,20180402
375500,1524093,DL이앤씨,20221228,20230421,1000,20211229,20220420
375500,1524093,DL이앤씨,20211229,20220420,2700,20201230,20210421
1230,114792,동국제강,20221228,20230407,500,20211229,20220408
1230,114792,동국제강,20211229,20220408,400,20201229,20210409
1230,114792,동국제강,20201229,20210409,200,20191230,20200409
660,164779,SK하이닉스,20230629,20230816,300,20230330,20230508
660,164779,SK하이닉스,20230330,20230508,300,20221228,20230427
660,164779,SK하이닉스,20221228,20230427,300,20220929,20221115
660,164779,SK하이닉스,20220929,20221115,300,20220629,20220816
660,164779,SK하이닉스,20220629,20220816,300,20220330,20220517
660,164779,SK하이닉스,20220330,20220517,300,20211229,20220414
660,164779,SK하이닉스,20211229,20220414,1540,20201229,20210415
660,164779,SK하이닉스,20201229,20210415,1170,20191227,20200417
660,164779,SK하이닉스,20191227,20200417,1000,20181227,20190418
660,164779,SK하이닉스,20181227,20190418,1500,20171227,20180418
79550,503668,LIG넥스원,20221228,20230420,1500,20211229,20220420
79550,503668,LIG넥스원,20211229,20220420,1200,20201229,20210420
79550,503668,LIG넥스원,20201229,20210420,900,20191227,20200421
79550,503668,LIG넥스원,20191227,20200421,600,20181227,20190419
79550,503668,LIG넥스원,20181227,20190419,500,20171227,20180419
294870,1310269,HDC현대산업개발,20221228,20230424,600,20211229,20220429
294870,1310269,HDC현대산업개발,20211229,20220429,600,20201229,20210423
294870,1310269,HDC현대산업개발,20201229,20210423,600,20191227,20200424
294870,1310269,HDC현대산업개발,20191227,20200424,500,20181227,20190419
294870,1310269,HDC현대산업개발,20181227,20190419,500,20171227,20180419
105560,688996,KB금융,20230629,20230808,500,20230330,20230511
105560,688996,KB금융,20230330,20230511,510,20221228,20230410
105560,688996,KB금융,20221228,20230410,1450,20220929,20221110
105560,688996,KB금융,20220929,20221110,500,20220629,20220808
105560,688996,KB금융,20220629,20220808,500,20220330,20220509
105560,688996,KB금융,20220330,20220509,500,20211229,20220411
105560,688996,KB금융,20211229,20220411,2190,20210629,20210806
105560,688996,KB금융,20210629,20210806,750,20201229,20210412
105560,688996,KB금융,20201229,20210412,1770,20191227,20200406
105560,688996,KB금융,20191227,20200406,2210,20181227,20190408
105560,688996,KB금융,20181227,20190408,1920,20171227,20180408
300720,1319808,한일시멘트,20221228,20230407,580,20211229,20220408
300720,1319808,한일시멘트,20211229,20220408,540,20201229,20210402
300720,1319808,한일시멘트,20201229,20210402,5100,20191227,20200403
300720,1319808,한일시멘트,20191227,20200403,4700,20181227,20190327
300720,1319808,한일시멘트,20181227,20190327,4500,20171227,20180327
120,113410,CJ대한통운,20221228,20230426,500,20221228,20230426
282330,1263022,BGF리테일,20221228,20230414,4100,20211229,20220415
282330,1263022,BGF리테일,20211229,20220415,3000,20201229,20210414
282330,1263022,BGF리테일,20201229,20210414,2400,20191227,20200414
282330,1263022,BGF리테일,20191227,20200414,2700,20181227,20190415
282330,1263022,BGF리테일,20181227,20190415,2680,20221228,20230414
282330,1263022,BGF리테일,20221228,20230414,4100,20211229,20220415
282330,1263022,BGF리테일,20211229,20220415,3000,20201229,20210414
282330,1263022,BGF리테일,20201229,20210414,2400,20191227,20200414
282330,1263022,BGF리테일,20191227,20200414,2700,20181227,20190415
282330,1263022,BGF리테일,20181227,20190415,2680,20171227,20180415
7070,140177,GS리테일,20221228,20230405,430,20211229,20220405
7070,140177,GS리테일,20211229,20220405,1200,20201229,20210405
7070,140177,GS리테일,20201229,20210405,900,20191227,20200331
7070,140177,GS리테일,20191227,20200331,750,20181227,20190329
7070,140177,GS리테일,20181227,20190329,650,20221228,20230405
7070,140177,GS리테일,20221228,20230405,430,20211229,20220405
7070,140177,GS리테일,20211229,20220405,1200,20201229,20210405
7070,140177,GS리테일,20201229,20210405,900,20191227,20200331
7070,140177,GS리테일,20191227,20200331,750,20181227,20190329
7070,140177,GS리테일,20181227,20190329,650,20171227,20180329
16380,115676,KG스틸,20221228,20230421,150,20211229,20220422
16380,115676,KG스틸,20211229,20220422,100,20201229,20210416
16380,115676,KG스틸,20201229,20210416,100,20221228,20230421
16380,115676,KG스틸,20221228,20230421,150,20211229,20220422
16380,115676,KG스틸,20211229,20220422,100,20201229,20210416
16380,115676,KG스틸,20201229,20210416,100,20191230,20200416
52690,159209,한전기술,20221228,20230428,283,20211229,20220428
52690,159209,한전기술,20211229,20220428,238,20201229,20210428
52690,159209,한전기술,20201229,20210428,282,20191227,20200424
52690,159209,한전기술,20191227,20200424,310,20181227,20190425
52690,159209,한전기술,20181227,20190425,140,20221228,20230428
52690,159209,한전기술,20221228,20230428,283,20211229,20220428
52690,159209,한전기술,20211229,20220428,238,20201229,20210428
52690,159209,한전기술,20201229,20210428,282,20191227,20200424
52690,159209,한전기술,20191227,20200424,310,20181227,20190425
52690,159209,한전기술,20181227,20190425,140,20171227,20180425
5830,159102,DB손해보험,20221228,20230414,3000,20211229,20220415
5830,159102,DB손해보험,20211229,20220415,3000,20201229,20210416
5830,159102,DB손해보험,20201229,20210416,2500,20191227,20200417
5830,159102,DB손해보험,20191227,20200417,2650,20181227,20190419
5830,159102,DB손해보험,20181227,20190419,2650,20171227,20180419
24110,149646,기업은행,20221228,20230421,960,20211229,20220421
24110,149646,기업은행,20211229,20220421,780,20201229,20210423
24110,149646,기업은행,20201229,20210423,471,20191227,20200424
24110,149646,기업은행,20191227,20200424,670,20181227,20190426
24110,149646,기업은행,20181227,20190426,690,20171227,20180426
32830,126256,삼성생명,20221228,20230414,3000,20211229,20220415
32830,126256,삼성생명,20211229,20220415,3000,20201229,20210416
32830,126256,삼성생명,20201229,20210416,2500,20191227,20200417
32830,126256,삼성생명,20191227,20200417,2650,20181227,20190419
32830,126256,삼성생명,20181227,20190419,2650,20221228,20230414
32830,126256,삼성생명,20221228,20230414,3000,20211229,20220415
32830,126256,삼성생명,20211229,20220415,3000,20201229,20210416
32830,126256,삼성생명,20201229,20210416,2500,20191227,20200417
32830,126256,삼성생명,20191227,20200417,2650,20181227,20190419
32830,126256,삼성생명,20181227,20190419,2650,20171227,20180419
114090,557508,GKL,20191227,20200408,529,20190627,20190906
114090,557508,GKL,20190627,20190906,130,20181227,20190425
114090,557508,GKL,20181227,20190425,580,20180628,20180904
114090,557508,GKL,20180628,20180904,130,20191227,20200408
114090,557508,GKL,20191227,20200408,529,20190627,20190906
114090,557508,GKL,20190627,20190906,130,20181227,20190425
114090,557508,GKL,20181227,20190425,580,20180628,20180904
114090,557508,GKL,20180628,20180904,130,20171228,20180306
11200,164645,HMM,20221228,20230428,1200,20211229,20220428
11200,164645,HMM,20211229,20220428,600,20221228,20230428
11200,164645,HMM,20221228,20230428,1200,20211229,20220428
11200,164645,HMM,20211229,20220428,600,20201230,20210429
97950,635134,CJ제일제당,20230629,20230828,1000,20230330,20230526
97950,635134,CJ제일제당,20230330,20230526,1000,20221228,20230427
97950,635134,CJ제일제당,20221228,20230427,2500,20220929,20221202
97950,635134,CJ제일제당,20220929,20221202,1000,20220629,20220826
97950,635134,CJ제일제당,20220629,20220826,1000,20220330,20220530
97950,635134,CJ제일제당,20220330,20220530,1000,20230629,20230828
97950,635134,CJ제일제당,20230629,20230828,1000,20230330,20230526
97950,635134,CJ제일제당,20230330,20230526,1000,20221228,20230427
97950,635134,CJ제일제당,20221228,20230427,2500,20220929,20221202
97950,635134,CJ제일제당,20220929,20221202,1000,20220629,20220826
97950,635134,CJ제일제당,20220629,20220826,1000,20220330,20220530
97950,635134,CJ제일제당,20220330,20220530,1000,20211229,20220228
1450,164973,현대해상,20221228,20230331,1965,20211229,20220408
1450,164973,현대해상,20211229,20220408,1480,20201229,20210409
1450,164973,현대해상,20201229,20210409,1000,20191227,20200403
1450,164973,현대해상,20191227,20200403,880,20181227,20190405
1450,164973,현대해상,20181227,20190405,1130,20221228,20230331
1450,164973,현대해상,20221228,20230331,1965,20211229,20220408
1450,164973,현대해상,20211229,20220408,1480,20201229,20210409
1450,164973,현대해상,20201229,20210409,1000,20191227,20200403
1450,164973,현대해상,20191227,20200403,880,20181227,20190405
1450,164973,현대해상,20181227,20190405,1130,20171227,20180405
78930,500254,GS,20230531,20230629,2,20230301,20230330
78930,500254,GS,20230301,20230330,2,20221130,20221229
78930,500254,GS,20221130,20221229,2,20220831,20220929
78930,500254,GS,20220831,20220929,2,20220531,20220629
78930,500254,GS,20220531,20220629,2,20220301,20220330
78930,500254,GS,20220301,20220330,2,20211130,20211229
71050,432102,한국금융지주,20221228,20230407,2300,20211229,20220408
71050,432102,한국금융지주,20211229,20220408,6150,20201229,20210409
71050,432102,한국금융지주,20201229,20210409,3000,20191227,20200403
71050,432102,한국금융지주,20191227,20200403,2900,20181227,20190405
71050,432102,한국금융지주,20181227,20190405,1800,20171227,20180405
1040,148540,CJ,20230530,20230615,0,20230427,20230515
1040,148540,CJ,20230427,20230515,0,20230330,20230414
1040,148540,CJ,20230330,20230414,0,20230227,20230315
1040,148540,CJ,20230227,20230315,0,20230130,20230215
1040,148540,CJ,20230130,20230215,0,20221229,20230116
1040,148540,CJ,20221229,20230116,0,20221127,20221215
35420,266961,NAVER,20220929,20221115,914,20211229,20220404
35420,266961,NAVER,20211229,20220404,511,20201229,20210408
35420,266961,NAVER,20201229,20210408,402,20191227,20200417
35420,266961,NAVER,20191227,20200417,376,20181227,20190412
35420,266961,NAVER,20181227,20190412,314,20171227,20180412
10950,138279,S-Oil,20230629,20230904,2500,20221228,20230428
10950,138279,S-Oil,20221228,20230428,3000,20220629,20220902
10950,138279,S-Oil,20220629,20220902,2500,20211229,20220422
10950,138279,S-Oil,20211229,20220422,2800,20210629,20210827
10950,138279,S-Oil,20210629,20210827,1000,20191227,20200424
10950,138279,S-Oil,20191227,20200424,100,20180625,20181022
383220,1568413,F&F,20221228,20230406,1300,20211229,20220408
383220,1568413,F&F,20211229,20220408,1300,20201229,20210409
383220,1568413,F&F,20201229,20210409,1200,20191227,20200409
383220,1568413,F&F,20191227,20200409,1000,20181227,20190418
383220,1568413,F&F,20181227,20190418,1000,20171227,20180418
6360,120030,GS건설,20221228,20230406,1300,20211229,20220408
6360,120030,GS건설,20211229,20220408,1300,20201229,20210409
6360,120030,GS건설,20201229,20210409,1200,20191227,20200409
6360,120030,GS건설,20191227,20200409,1000,20181227,20190418
6360,120030,GS건설,20181227,20190418,1000,20171227,20180418
267250,1205709,HD현대,20221228,20230421,500,20211229,20220422
267250,1205709,HD현대,20211229,20220422,800,20191227,20200417
267250,1205709,HD현대,20191227,20200417,550,20181227,20190419
267250,1205709,HD현대,20181227,20190419,500,20171227,20180419
47810,309503,한국항공우주,20221228,20230428,250,20211229,20220429
47810,309503,한국항공우주,20211229,20220429,200,20201229,20210423
47810,309503,한국항공우주,20201229,20210423,200,20191227,20200424
47810,309503,한국항공우주,20191227,20200424,400,20181227,20190426
47810,309503,한국항공우주,20181227,20190426,200,20171227,20180426
210,109693,DL,20221228,20230421,1000,20211229,20220422
210,109693,DL,20211229,20220422,1900,20201229,20210423
210,109693,DL,20201229,20210423,1300,20191227,20200424
210,109693,DL,20191227,20200424,1300,20181227,20190417
210,109693,DL,20181227,20190417,1700,20171227,20180417
361610,1386916,SK아이이테크놀로지,20230420,20230426,3,20221026,20221031
361610,1386916,SK아이이테크놀로지,20221026,20221031,3,20220606,20220622
361610,1386916,SK아이이테크놀로지,20220606,20220622,1,20220115,20220131
5490,155319,POSCO홀딩스,20230629,20230901,4000,20230330,20230601
5490,155319,POSCO홀딩스,20230330,20230601,2500,20221228,20230417
5490,155319,POSCO홀딩스,20221228,20230417,2000,20220929,20221124
5490,155319,POSCO홀딩스,20220929,20221124,2000,20220629,20220901
5490,155319,POSCO홀딩스,20220629,20220901,4000,20220330,20220602
5490,155319,POSCO홀딩스,20220330,20220602,4000,20211229,20220303
120110,795135,코오롱인더,20221228,20230426,1300,20211229,20220427
120110,795135,코오롱인더,20211229,20220427,1300,20201229,20210427
120110,795135,코오롱인더,20201229,20210427,1000,20191227,20200423
120110,795135,코오롱인더,20191227,20200423,900,20181227,20190424
120110,795135,코오롱인더,20181227,20190424,900,20171227,20180424
204320,1042775,HL만도,20221228,20230421,500,20211229,20220422
204320,1042775,HL만도,20211229,20220422,800,20191227,20200417
204320,1042775,HL만도,20191227,20200417,550,20181227,20190419
204320,1042775,HL만도,20181227,20190419,500,20171227,20180419
42670,344287,HD현대인프라코어,20221228,20230407,2500,20211229,20220408
42670,344287,HD현대인프라코어,20211229,20220408,2000,20181227,20190412
42670,344287,HD현대인프라코어,20181227,20190412,850,20151225,20160409
10060,148896,OCI,20221228,20230407,2500,20211229,20220408
10060,148896,OCI,20211229,20220408,2000,20181227,20190412
10060,148896,OCI,20181227,20190412,850,20151225,20160409
285130,1267170,SK케미칼,20230629,20230824,400,20221228,20230427
285130,1267170,SK케미칼,20221228,20230427,1100,20220629,20220824
285130,1267170,SK케미칼,20220629,20220824,400,20211229,20220427
285130,1267170,SK케미칼,20211229,20220427,3000,20201229,20210428
285130,1267170,SK케미칼,20201229,20210428,2000,20191227,20200424
285130,1267170,SK케미칼,20191227,20200424,450,20181224,20190422
55550,382199,신한지주,20230629,20230828,400,20230330,20230512
55550,382199,신한지주,20230330,20230512,525,20221228,20230407
55550,382199,신한지주,20221228,20230407,865,20220929,20221026
55550,382199,신한지주,20220929,20221026,400,20220629,20220826
55550,382199,신한지주,20220629,20220826,400,20220330,20220506
55550,382199,신한지주,20220330,20220506,400,20211229,20220204
178920,767460,PI첨단소재,20221228,20230421,779,20211229,20220421
178920,767460,PI첨단소재,20211229,20220421,1090,20201229,20210416
178920,767460,PI첨단소재,20201229,20210416,711,20191227,20200324
178920,767460,PI첨단소재,20191227,20200324,315,20181227,20190424
178920,767460,PI첨단소재,20181227,20190424,830,20171227,20180424
990,160843,DB하이텍,20221228,20230428,1300,20211229,20220428
990,160843,DB하이텍,20211229,20220428,450,20201229,20210427
990,160843,DB하이텍,20201229,20210427,350,20191227,20200424
990,160843,DB하이텍,20191227,20200424,350,20181227,20190424
990,160843,DB하이텍,20181227,20190424,250,20171227,20180424
329180,1390344,HD현대중공업,20230000,20230000,0,20230000,20230000
326030,878696,에스케이바이오팜,20230000,20230000,0,20230000,20230000
302440,1319899,SK바이오사이언스,20230000,20230000,0,20230000,20230000
336260,1412725,두산퓨얼셀,20230000,20230000,0,20230000,20230000
373220,1515323,LG에너지솔루션,20230000,20230000,0,20230000,20230000
9540,164830,HD한국조선해양,20230000,20230000,0,20230000,20230000
